TWEET,POLARITY,SUBJECTIVITY
RT @foodpictures666: These mozzarella stick onion rings are sinful!! #foodporn #food https://t.co/tYSGMGiDxb,0.0, 0.0
RT @Amy_Siskind: Wouldnâ€™t it just be sublime if foreign dignitaries visiting Trump at Mar-a-Lago got food poisoning. https://t.co/4wxZdwhM4C,-0.125, 0.125
RT @OhRoyalOne: @EricBurrows @CriticalSauce @ambientisland @darren_dazmav @PamJonesLiberty @zappamel @Anamcara2015 @BelindaHayle @Scotchskaâ€¦,0.0, 0.0
RT @seulwans: "Why ğŸ¤·â€â™€ï¸does that ğŸ‘ˆ section (of fans) doesn't have food ğŸšğŸ™…â€â™€ï¸??"
*staff probably said they'll bring them food too*
" ğŸ˜ğŸ‘Œ"

soâ€¦,0.0, 0.0
RT @matthew_schneck: Today I got arrested for feeding the homeless in Wells Park in El Cajon. The City of El Cajon has made it illegal to sâ€¦,-0.5, 0.5
RT @txlutheran: Move-in opens noon today  :: Res halls  apts open noon today ahead of winter storm expected tomorrow. Food service at Luckyâ€¦,-0.05, 0.45
Itâ€™s gonna be bitterly cold again for the next few days  and Bug was shivering quite a bit  so Iâ€™ve brought him bacâ€¦ https://t.co/Je4z8d9cMN,-0.26666666666666666, 0.3666666666666667
Thatâ€™s me when I listen to MM FOOD,0.0, 0.0
Itâ€™s Hard to Study if Youâ€™re Hungry via @NYTimes https://t.co/bMnvxtndQl,-0.2916666666666667, 0.5416666666666666
RT @lexyyluv: Maybe itâ€™s not the city itself  but the people  the food  the sunsets  the coffee shops. The little thingsğŸ’,-0.1875, 0.5
RT @katieesplin: I genuinely think travelling the world with your partner would be the best thing ever  going round seeing mental animals aâ€¦,0.27499999999999997, 0.35000000000000003
RT @GabbySidibe: Aaron hasnâ€™t eaten his food for 3 days and I couldnt figure out why. Turns out  he didnâ€™t like his new bowl. I fed him witâ€¦,0.13636363636363635, 0.45454545454545453
RT @holyfag: so you just gonna yelI at chinese people for speaking chinese at a chinese supermarket when buying chinese food from a chineseâ€¦,0.0, 0.0
Lol youâ€™re right fake friends definitely would buy you food all the time  and buy you a part to fix your bike  yeahâ€¦ https://t.co/EROCZwiEFZ,0.14642857142857146, 0.6839285714285714
#whatson via Devon Live #exmouth KFC launches new cocktail menu - and the main ingredient is GRAVY - The menu incluâ€¦ https://t.co/YCzesqO8O6,0.14646464646464644, 0.4292929292929293
RT @41Strange: A ball of dough morphs into strange creatures in the stop-motion animation 'Food' made by Emanuel Strixner (2012) https://t.â€¦,-0.05, 0.15
@maestrazim Iâ€™m always game for Mexican food!,-0.2, 0.2
ğŸ“† TMRW 11:30am-1:30pm @ Perimeter Park - Food Truck Tuesdays (3015 Carrington Mill Blvd  27560) @SFFRaleigh,0.0, 0.0
Not like:
â€œI got an A on my examâ€
â€œI just had some bomb foodâ€
                           Or
This girl just gave meâ€¦ https://t.co/Yxfb5FJ2xs,0.0, 0.0
RT @Amy_Siskind: Wouldnâ€™t it just be sublime if foreign dignitaries visiting Trump at Mar-a-Lago got food poisoning. https://t.co/4wxZdwhM4C,-0.125, 0.125
RT @ongtupidd: AHHHHH TWO 1.81m GIANTS SPOTTED BUYING snacks to feed the little ones at home waiting for food ã…‹ã…‹ã…‹
#HwangMinhyun #laiguanlinâ€¦,-0.1875, 0.5
@stranahan I ended up with having something added to my food that over time prepared me for a Stroke which while inâ€¦ https://t.co/0E1vUdYplG,0.0, 0.0
I want some soul food,0.0, 0.0
RT @dljxxii: so we spittinâ€™ in the food? https://t.co/zExyfBRgIR,0.0, 0.0
No disrespect to 
our King but my nvgga 
It's #2v18 &amp; 
Don't nobody wanna hear that unarmed b.s. In my hood you 
fiâ€¦ https://t.co/e6LqwPGtmW,0.0, 0.0
RT @bell4thescammer: Wonder if you miss eating all my food and smoking all my weed,0.0, 0.0
RT @thefloridakeys: Floating greens  golf boats  and biodegradable fish food balls highlight the Conch Scramble charity golf tournament. Faâ€¦,0.0, 0.0
RT @thetimes: Forget knives  is chopping your food with your teeth the future of food prep? https://t.co/cGIuiHdrpi https://t.co/H0qiWadr37,0.0, 0.125
RT @pakalupapito: my personal food pyramid https://t.co/h7R0vghQRM,0.0, 0.3
Funny Fitness Quotes &amp; Memes - https://t.co/fIDHC91icA https://t.co/IBHV6MogyS,0.25, 1.0
*goes to family function*
*eats food*
*hides in bathroom for the remainder of event*,0.0, 0.0
If you ever feel really sad because youâ€™ve lost a pet  why not make it worse by returning a bunch of unopened toys/â€¦ https://t.co/f6fU1yCVZD,-0.45, 0.8
RT @Snoopy: Only coming out for food. https://t.co/TQLur86gIK,0.0, 1.0
RT @AgBioWorld: Aspiration to minimize the eco footprint of ag is laudable - but challenges are formidable. Innovation is the key  but theâ€¦,0.0, 1.0
ç´…èŒ¶ã‚«ãƒƒãƒ—ã«å—ã‘çš¿ãŒã¤ã„ã¦ã„ã‚‹ã®ã¯ã€ç†±ã„ã®ãŒè‹¦æ‰‹ãªãƒ¨ãƒ¼ãƒ­ãƒƒãƒ‘ã®äººé”ãŒã‚«ãƒƒãƒ—ã‹ã‚‰å—ã‘çš¿ã«ç§»ã—å…¥ã‚Œã¦å†·ã‚ã¦ã‹ã‚‰é£²ã‚“ã§ã„ãŸãŸã‚ã€‚ #ã¸ã‡ã¨æ€ã£ãŸã‚‰RT,0.0, 0.0
RT @Bajandon_7: Lil man was not having it   he wanted his money for his food but he wasnâ€™t leaving without his sisterğŸ˜©ğŸ˜‚ğŸ˜­ https://t.co/xw5hAâ€¦,0.0, 0.0
Who remembers glass milk bottles? Theyâ€™re coming back ..... https://t.co/EnPpNhhkbp,0.0, 0.0
RT @Chihuahua1900: @DennisB33785592 @MilwSpinny @MKRIZSA50 @funder @realDonaldTrump Here is the fun part. Since you #ShitHokes names callinâ€¦,0.3, 0.2
RT @NBCNews: 9 people face misdemeanor charges for giving food to the homeless https://t.co/lvAlPBY6cr via @nbcsandiego,0.0, 0.0
RT @_ketsie: Until you work in food/retail   you will never understand the level of stupid that exist in the world ğŸ˜¤,-0.7999999999999999, 1.0
RT @zoecello: I was one of those hungry students. I had friends smuggle me containers of food from the dining hall and learned 100 ways toâ€¦,0.0, 0.0
Iâ€™m starving but I told myself I wasnâ€™t spending money on food today.,0.0, 0.0
RT @Amy_Siskind: Wouldnâ€™t it just be sublime if foreign dignitaries visiting Trump at Mar-a-Lago got food poisoning. https://t.co/4wxZdwhM4C,-0.125, 0.125
RT @EdKrassen: This is a video of @BarackObama spending #MLKDay  serving food at the DC Central Kitchen  honoring the workers  and giving bâ€¦,0.0, 0.25
RT @APompliano: In the next 30 years:

- Human brains augmented by chips
- Only autonomous driving on roads
- Medical genome editing normalâ€¦,0.08, 0.36
RT @wef: Chocolate is on track to go extinct in 40 years https://t.co/YyAC4WvQYn #food https://t.co/hmV3ubOEUw,-0.4, 0.6
Giant Crunch Taco Wrap | Food Network https://t.co/ipmnER2IOv,0.0, 1.0
Quakertown plans to build public food market downtown https://t.co/j04cWu4qRK via @LVB_com,0.0, 0.06666666666666667
346 households in Brgy. Monserrat and 281 households in Brgy. San Juan  Magarao also received food assistance fromâ€¦ https://t.co/VtFFwEywmx,0.0, 0.0
Blaze just told me that food will always be more important than me,0.45, 0.75
RT @shaistaAziz: Out and about with .@shabnam_sabir @Oxford_Homeless and Alex Kumar  chairman of Oxford University Student Unionâ€™s On Yourâ€¦,0.0, 0.0
#Marketing Cancer Research urges Ofcom to tighten junk food ad rules to halt obesity crisis - Cancer ResearchÂ hasÂ tâ€¦ https://t.co/oUyKh9OS7p,0.0, 0.0
Another food giving at Reid park this Saturday morning hmu if you want to help.. ğŸ™ğŸ’™,0.0, 0.0
Can someone order me McDonaldâ€™s or any kind of food please,0.6, 0.9
@Sielrok_ Just a shark girl  nothing too noteworthy other than gaming and favorite food being fish.,0.1875, 0.6875
RT @Alex_Rod2324: My girlfriend went to Moranâ€™s pizza without me (Iâ€™ve never been and have been wanting to go really bad)  and now sheâ€™s goâ€¦,-0.6999999999999998, 0.6666666666666666
@montie @George_Osborne @CamCavendish @steverichards14 And created how many on low wages and how many on zero hoursâ€¦ https://t.co/n3bw7PbDYR,0.3333333333333333, 0.43333333333333335
RT @simplynautica: TAURUS MEN 
worst: 
â€¢unhealthily obsess over things and people
â€¢will cry about something you said 12 years ago as a formâ€¦,-1.0, 1.0
Voluntary sodium targets not being met by processed food industry - Health Canada says its strategy to get some ofâ€¦ https://t.co/dWJv5k37Q3,0.0, 0.0
Cancer Research urges Ofcom to tighten junk food ad rules to halt obesity crisis - Cancer ResearchÂ hasÂ tightenedÂ thâ€¦ https://t.co/V8yjrMmQel,0.0, 0.0
RT @amy_mcil: so fkn disgusted! @StarbucksUK went in to one of your glasgow branches to get some food for a 16y/o homeless boy who was PHYSâ€¦,-1.0, 1.0
RT @Amy_Siskind: Wouldnâ€™t it just be sublime if foreign dignitaries visiting Trump at Mar-a-Lago got food poisoning. https://t.co/4wxZdwhM4C,-0.125, 0.125
@Amy_Siskind Iâ€™m sure all the Haitian workers are already spitting in the food or worse,0.04999999999999999, 0.7444444444444445
RT @st_runth: à¸”à¸¹à¸£à¸²à¸¢à¸à¸²à¸£à¸­à¸²à¸«à¸²à¸£ à¹à¸¥à¹‰à¸§à¸£à¸¹à¹‰à¸ªà¸¶à¸à¸§à¹ˆà¸² street food à¸—à¸µà¹ˆà¹„à¸•à¹‰à¸«à¸§à¸±à¸™ à¸™à¹ˆà¸²à¸ˆà¸°à¸–à¸¹à¸à¸ˆà¸£à¸´à¸•à¸„à¸™à¹„à¸—à¸¢ à¸¡à¸²à¸à¸à¸§à¹ˆà¸²à¸®à¹ˆà¸­à¸‡à¸à¸‡à¹à¸«à¸°,0.0, 0.0
RT @EdKrassen: This is a video of @BarackObama spending #MLKDay  serving food at the DC Central Kitchen  honoring the workers  and giving bâ€¦,0.0, 0.25
All my food goes right away in the front like a table,0.2857142857142857, 0.5357142857142857
Need to stop eating myself into food comas thinking itâ€™s gonna make me feel good,0.7, 0.6000000000000001
RT @AcapellaBible: Homeless Man "Sangs" For Food ğŸ˜ Amazing! https://t.co/zBh2NsK3fe,0.7500000000000001, 0.9
The adventures of SAMSON  a sneak attack to steal his Mamaâ€™s FOOD!!! #sillyyorkie @ Nashville â€¦ https://t.co/b2DnE1Ix7x,0.0, 0.0
I canâ€™t trust someone that eats a full meal without watching tv. I canâ€™t even start eating until I find the right mâ€¦ https://t.co/4euYRzDLMS,0.31785714285714284, 0.5428571428571429
RT @edgeofreasons: @THEREALMRSAZON @LizCrokin As if Pizza is a real popular food on an island? SURE...Iâ€™ve never seen a boat in Hawai adverâ€¦,0.8999999999999999, 1.0
RT @chelseadeanne: it's so annoying when people say retail or food service is "easy." it's physically &amp; mentally exhausting. you're verballâ€¦,-0.19166666666666668, 0.594047619047619
Huge Aldi steak costing just Â£4.99 is finally back in store this week - Big Daddy Steak returns due to popular demaâ€¦ https://t.co/Xi8rwacCHD,0.175, 0.45499999999999996
RT @bittman: Dear Donald: I'm in Haiti which  as far as i can tell  is a country filled with dignified people trying to figure out how to sâ€¦,0.25, 0.95
RT @foodpictures666: These mozzarella stick onion rings are sinful!! #foodporn #food https://t.co/tYSGMGiDxb,0.0, 0.0
RT @seulwans: "Why ğŸ¤·â€â™€ï¸does that ğŸ‘ˆ section (of fans) doesn't have food ğŸšğŸ™…â€â™€ï¸??"
*staff probably said they'll bring them food too*
" ğŸ˜ğŸ‘Œ"

soâ€¦,0.0, 0.0
RT @nueports: my body watching me continue to eat fast food in 2018 https://t.co/xtXJjF5408,0.2, 0.6
RT @Bajandon_7: Lil man was not having it   he wanted his money for his food but he wasnâ€™t leaving without his sisterğŸ˜©ğŸ˜‚ğŸ˜­ https://t.co/xw5hAâ€¦,0.0, 0.0
RT @FAOenEspanol: En el mundo se producen alimentos mÃ¡s que suficientes para todos  sin embargo  815 millones de personas padecen hambre: hâ€¦,0.0, 0.0
RT @Chihuahua1900: @DennisB33785592 @MilwSpinny @MKRIZSA50 @funder @realDonaldTrump So  the #GOPTaxScam cut back the elders SS and Medicareâ€¦,0.0, 0.0
RT @SFANews: Our Trendspotter Panel will scout the  Winter #FancyFoodShow to look for whatâ€™s new among the 80 000+ specialty foods and beveâ€¦,0.13636363636363635, 0.45454545454545453
Five San Diego breweries that owned 2017 - San Diego CityBeat https://t.co/HTVDzO2C8Z,0.0, 0.0
Name: Rip Ray
Nickname: RR
Favorite Food: Steak
Finisher: Gory Neckbreaker  Muscle Buster
Signature: Sit-Out Crucifâ€¦ https://t.co/H7z6crw358,0.0, 1.0
Nagugutom aq omg send food sa R400 pls ğŸ˜¢ğŸ˜¢ğŸ˜¢,0.0, 0.0
RT @meghanoconnnell: There's a "tinder for food"  you're welcome. https://t.co/sYdmvmkYJo,0.8, 0.9
RT @taos_fursona: update:
-i've been informed that clc's seunghee fell asleep everywhere. see: clc are bad at sports
-rainz brought their fâ€¦,-0.6999999999999998, 0.6666666666666666
RT @FemaleKnows: When you have an attitude and he buys you food https://t.co/NbLYM6Q8zt,0.0, 0.0
It would snow on food stamp dayğŸ˜‚ğŸ’€ judge ya mammy,0.0, 0.0
Is ordering food for a woman an actual thing??
Like  without asking what she wants or if she's allergic....???,0.1, 0.1
Like the whole day you donâ€™t call and check on em .. get em no food or nothing,0.2, 0.4
RT @ShelbyTree: Just a snippet of Just Eatâ€™s response to my receiving unsolicited messages from the guy who had just delivered my food. Nicâ€¦,0.0, 0.0
@kylegriffin1 Iâ€™m thinking they should also test for body fluids in the food.,0.0, 0.0
RT @matthew_schneck: Today I got arrested for feeding the homeless in Wells Park in El Cajon. The City of El Cajon has made it illegal to sâ€¦,-0.5, 0.5
RT @GovCanHealth: In 2012  #HealthCanada asked the food industry to voluntarily reduce #sodium in processed foods. Take a look at the resulâ€¦,0.0, 0.0
RT @polishprincessh: She's so out of touch with America. A bonus of 2 000 can save family. It can pay a bill  gas for work &amp; buy food. Theâ€¦,0.0, 0.0
RT @Amy_Siskind: Wouldnâ€™t it just be sublime if foreign dignitaries visiting Trump at Mar-a-Lago got food poisoning. https://t.co/4wxZdwhM4C,-0.125, 0.125
@VickiJewww But I actually do have zero groceries and don't wanna go get fast food. Make an exception for me!,0.125, 0.35
Health CAMPaM Chick-fil-A boots breast-feeding mom for nursing her baby girl - Young mother asked to cover-up or leâ€¦ https://t.co/wJhiFLs6sw,0.1, 0.4
RT @intouchweekly: You could win a flyaway to trip to see #RickyMartin in Las Vegas! Complete with airfare  2 tickets to the show  a stay aâ€¦,0.55, 0.4
RT @matthew_schneck: Today I got arrested for feeding the homeless in Wells Park in El Cajon. The City of El Cajon has made it illegal to sâ€¦,-0.5, 0.5
